Date,UAI,NDVI
2021-07-01,MCDA UAI 5,
2021-08-01,MCDA UAI 1,0.33062791698792066
2021-08-01,MCDA UAI 2,0.3968894150055192
2021-08-01,MCDA UAI 3,0.4667182052530054
2021-08-01,MCDA UAI 4,0.5732209322325421
2021-08-01,MCDA UAI 5,
2021-09-01,MCDA UAI 1,0.33158259605499874
2021-09-01,MCDA UAI 2,0.3991132390809926
2021-09-01,MCDA UAI 3,0.4780504329894469
2021-09-01,MCDA UAI 4,0.5719867088063295
2021-09-01,MCDA UAI 5,
2021-10-01,MCDA UAI 1,0.3233469673605758
2021-10-01,MCDA UAI 2,0.4040747117471709
2021-10-01,MCDA UAI 3,0.5184966233774735
2021-10-01,MCDA UAI 4,0.594408703130375
2021-10-01,MCDA UAI 5,
2021-11-01,MCDA UAI 1,0.3579211915317397
2021-11-01,MCDA UAI 2,0.43521255365706873
2021-11-01,MCDA UAI 3,0.5660684531528664
2021-11-01,MCDA UAI 4,0.6234607671138631
2021-11-01,MCDA UAI 5,
2021-12-01,MCDA UAI 1,0.41207448170992866
2021-12-01,MCDA UAI 2,0.4978743350062302
2021-12-01,MCDA UAI 3,0.6279399169680283
2021-12-01,MCDA UAI 4,0.6628216073271415
2021-12-01,MCDA UAI 5,
2022-01-01,MCDA UAI 1,0.44433321875267745
2022-01-01,MCDA UAI 2,0.5013719839867983
2022-01-01,MCDA UAI 3,0.510170426661612
2022-01-01,MCDA UAI 4,0.5403686059511524
2022-01-01,MCDA UAI 5,
2022-02-01,MCDA UAI 1,0.5885716867985948
2022-02-01,MCDA UAI 2,0.6217063131404261
2022-02-01,MCDA UAI 3,0.6749394358380834
2022-02-01,MCDA UAI 4,0.6925226952184382
2022-02-01,MCDA UAI 5,
2022-03-01,MCDA UAI 1,0.5679185197678409
2022-03-01,MCDA UAI 2,0.5829051380948292
2022-03-01,MCDA UAI 3,0.6748452935013779
2022-03-01,MCDA UAI 4,0.7067873452012385
2022-03-01,MCDA UAI 5,
2022-04-01,MCDA UAI 1,0.5830289412533192
2022-04-01,MCDA UAI 2,0.630077104676987
2022-04-01,MCDA UAI 3,0.7147080558471938
2022-04-01,MCDA UAI 4,0.7448190144478842
2022-04-01,MCDA UAI 5,
2022-05-01,MCDA UAI 1,0.516819534395614
2022-05-01,MCDA UAI 2,0.5692848719870954
2022-05-01,MCDA UAI 3,0.647286179991042
2022-05-01,MCDA UAI 4,0.700671375128999
2022-05-01,MCDA UAI 5,
2022-06-01,MCDA UAI 1,0.4325955865030409
2022-06-01,MCDA UAI 2,0.495968900991818
2022-06-01,MCDA UAI 3,0.5812499499343567
2022-06-01,MCDA UAI 4,0.6353820304437563
2022-06-01,MCDA UAI 5,
2022-07-01,MCDA UAI 1,0.3405661606913388
2022-07-01,MCDA UAI 2,0.41460113391261055
2022-07-01,MCDA UAI 3,0.5157749917932363
2022-07-01,MCDA UAI 4,0.5938546525627796
2022-07-01,MCDA UAI 5,
2022-08-01,MCDA UAI 1,0.29525892925983027
2022-08-01,MCDA UAI 2,0.38316755505582395
2022-08-01,MCDA UAI 3,0.45966820508331435
2022-08-01,MCDA UAI 4,0.5460388329893361
2022-08-01,MCDA UAI 5,
2022-09-01,MCDA UAI 1,0.3139541993275078
2022-09-01,MCDA UAI 2,0.37000403953105193
2022-09-01,MCDA UAI 3,0.4351958446565253
2022-09-01,MCDA UAI 4,0.5074665118679049
2022-09-01,MCDA UAI 5,
2022-10-01,MCDA UAI 1,0.2988680962477508
2022-10-01,MCDA UAI 2,0.3556648880086464
2022-10-01,MCDA UAI 3,0.44745813135527013
2022-10-01,MCDA UAI 4,0.48033359133126935
2022-10-01,MCDA UAI 5,
2022-11-01,MCDA UAI 1,0.35137197271481196
2022-11-01,MCDA UAI 2,0.4315550249240319
2022-11-01,MCDA UAI 3,0.5500566332653796
2022-11-01,MCDA UAI 4,0.557023968008256
2022-11-01,MCDA UAI 5,
2022-12-01,MCDA UAI 1,0.4559785627088153
2022-12-01,MCDA UAI 2,0.4986354191659243
2022-12-01,MCDA UAI 3,0.5889756357828247
2022-12-01,MCDA UAI 4,0.5712120098039213
2022-12-01,MCDA UAI 5,
2023-01-01,MCDA UAI 1,0.4695520581684232
2023-01-01,MCDA UAI 2,0.598494045105182
2023-01-01,MCDA UAI 3,0.5926978800041831
2023-01-01,MCDA UAI 4,0.5437473598211215
2023-01-01,MCDA UAI 5,
2023-02-01,MCDA UAI 1,0.5334335624946459
2023-02-01,MCDA UAI 2,0.608976120954854
2023-02-01,MCDA UAI 3,0.7038753278989784
2023-02-01,MCDA UAI 4,0.7537296009631924
2023-02-01,MCDA UAI 5,
